comment,cleaned_comment
"CRISPR-Cas9 action and program-ability was discovered by Prof. Siksnys, not Doudna or Charpentier or Church, Charpentier only improved it by making chimera and Church applied it to human cells",crisprcas action programability discovered prof siksnys doudna charpentier church charpentier improved making chimera church applied human cell
thanks for the video - very helpful.,thanks video helpful
"Excellent, Excellent, Excellent, I wish all Professors could Mentor You, Robert Sarhan, MD",excellent excellent excellent wish professor could mentor robert sarhan md
This is the most intelligent YouTube comment section I've ever seen,intelligent youtube comment section ive ever seen
#nobelprize :D,nobelprize
Wonderful explanation sir..clear and precise..I have also started new channel for  biochemistry and molecular biology .would like support /feedback about channel from all of u #livebiochemistry,wonderful explanation sirclear precisei also started new channel biochemistry molecular biology would like support feedback channel u livebiochemistry
So in the second scenario when the crispr didnt have the spacer rna required the cas protein broke the viral DNA and made a copy for future infection. If the cas protein was able to do so what was the use of space RNA in the 1st case scenario when we did have the required space?,second scenario crispr didnt spacer rna required ca protein broke viral dna made copy future infection ca protein able use space rna st case scenario required space
"nice and informational video 
thanks",nice informational video thanks
Thank you so much! I participated several talks but this is my first time to understand it. Eventually. Thanks!,thank much participated several talk first time understand eventually thanks
Can we use it to fight off Corona Virus?,use fight corona virus
Wow big respects to how you explained it. It was very easy to understand compared to other videos on the same topic.,wow big respect explained easy understand compared video topic
"What I don't get,  is how now that CRISPR has fixed the existing cell's DNA,  and all is said and done... how does it fix new cells that will contain the original DNA problem?  Does one have to continue to get CRISPR injections to handle all new cell generations with the original DNA problems?  Or does the problem just get fixed going forward?",dont get crispr fixed existing cell dna said done fix new cell contain original dna problem one continue get crispr injection handle new cell generation original dna problem problem get fixed going forward
Life saver!!!! I have a test in les than an hour,life saver test le hour
In time 6:50 you said in the future we could engineer new embryo but u.s. government doctors been engineering embryo since the 70s they just kept it classified.,time said future could engineer new embryo u government doctor engineering embryo since kept classified
Excellent.  Thank you.  This is world changing stuff.,excellent thank world changing stuff
SMART,smart
This is the best explanation of CRISPR-Cas9 on the internet! Like he said all the others have either been too simple or too complex. And I have been researching this to write an essay on it for over a month. Thankyou!,best explanation crisprcas internet like said others either simple complex researching write essay month thankyou
"It was not first identified en E.Coli but in ""Arqueas"" , Archaea, living in the salt flats of Santa Pola in Alicante, Spain. That was the great discovery Francis Mojica did.",first identified en ecoli arqueas archaea living salt flat santa pola alicante spain great discovery francis mojica
Ok good.. but was basic not elaborate... didn't discuss anything on in vivo targeted delivery systems... or PAM sequence for cleavage i.e. 5' NGG for spCas9 or 5' TTTN for cpf1 etc etc....,ok good basic elaborate didnt discus anything vivo targeted delivery system pam sequence cleavage ie ngg spcas tttn cpf etc etc
Thank you.  Thank you.  Thank you.,thank thank thank
Can CRISPR be used for increased girth ??,crispr used increased girth
Great,great
why bacteria need crispr if it can cut the dna of the phage in the first place,bacteria need crispr cut dna phage first place
now this is the newest coment,newest coment
"very nice,thank you",nicethank
that was so incredibly helpful,incredibly helpful
I really appreciated the clear and concise explanation. Thank you!,really appreciated clear concise explanation thank
I've always wanted shoehorn hands,ive always wanted shoehorn hand
I wish I could thank this man personally because he helped me through a 15 minute presentation and an essay to go along with it. Thank you!,wish could thank man personally helped minute presentation essay go along thank
