cleaned_comment,sentiment_score,sentiment
jupiter cycle earth doesnt global warming fault grandchild never see snow sun ball gas earth million year old columbus discovered america first time million year people already wormwood shiva red dragon white eye black eye tongue sticking bringer enlightenment rebirth u know exactly whats future alien demon possible even elect deceived believing ted nonsense,-0.584,negative
would wormwood still wont tell u coming shame youthe destroyer stand name bunker wont deep enough sorry,-0.0577,negative
lie theoretical fantasy bullshit especially theoretical distance tell u star true even true there way satalites ever get verify distance way actually measure distance gargsntum distance say basically theory based math problem come fit math problem fitting prove distance without physical measurement instrument mean nothing could cut number half new number would fit perfectly less ridiculous best believe distance say distance correct never ever able prove satalites wouldnt even get near one minimum couple hundred thousand year probably million plus mention liar caught lying scamming u time nobody listening definitely shouldnt funding supposed space mission anyone investigates critically would see joke completely fake done cgi movie set peace everyone everyone still asleep wake,0.7177,positive
fairy tale stupid sheep,-0.5267,negative
know artificial star powering depending need sunlight suppose sun fizzled answer,0.0,neutral
cgi data space fake research flat earth,-0.4767,negative
loved carl sagan famous quote scientific word like extraordinary supremely subjective better simply say assertion backed evidence let peer observer make determination extraordinary evidence sufficient science simply report finding get involved judgment,0.9413,positive
need translation please,0.3182,positive
waste return investment looking star oh shut send u money,-0.4215,negative
whats hard believe someone making baby,-0.1027,negative
stupid analysis shes better telling bed time story,-0.128,negative
many time delightful scientist giggle,0.765,positive
lolgood try youtube keep placing video flat earth video,0.0,neutral
thought scientist didnt deal hypothetical,0.0,neutral
complete load tosh people meant intelligent make theory without observable evidence make fact thats bad science like evolutionary theory observable evidence yet believe push fact could million one reason light emitted star dip hasnt got alien perfectly logical reason havent discovered yet absolutely desperate discover life elsewhere yet exist life elsewhere anyway unique amazing creation fallen still amazing,0.5005,positive
