comment,cleaned_comment
Has anyone else tried to listen to Brian while going to sleep and during sleep ? It takes you to some beautiful places....,anyone else tried listen brian going sleep sleep take beautiful place
I just love his demeanor and aura so much he’s so Yassified 😍😍,love demeanor aura much he yassified
There is not center of a black hole. The event horizon is where matter and light are squeezed into 2 dimensions.,center black hole event horizon matter light squeezed dimension
The background music is very distracting,background music distracting
"Could 2 partial behemoth black holes ≈30-50% the mass of the universe each, create such a gravitational pull relative to each other that they’d collide at the speed of light and the reverb of that collision is what we call the Big Bang?",could partial behemoth black hole mass universe create gravitational pull relative theyd collide speed light reverb collision call big bang
It hints to the holographic principle and an accompanying sort of multiverse theory wherein each black hole is a sufficiently partitioned area of spacetime that we can consider them as separate universes.,hint holographic principle accompanying sort multiverse theory wherein black hole sufficiently partitioned area spacetime consider separate universe
"I know I didn't just get G noted in the first 12 seconds of this video... 0:09 WHEN I WAS, A YOUNG BOY",know didnt get g noted first second video young boy
I am convinced that black holes hold the key to understanding unified Quantum theory of gravity. This is it.,convinced black hole hold key understanding unified quantum theory gravity
i like,like
Zero of new and useful information.,zero new useful information
Bro gave the greatest explanation I’ve ever heard damn ..,bro gave greatest explanation ive ever heard damn
"Brain cox has no idea about black holes, for one they do not exist.
Tell them Brian why the false label Black Hole hasn`t been removed and the label given to them just over 200 years ago is not still applicant .
Brian Cox is an ANTI EDUCATOR.",brain cox idea black hole one exist tell brian false label black hole hasnt removed label given year ago still applicant brian cox anti educator
"There are 7 astrophysicists😂, physicists and quantum physicists that are my favorites. 1. Richard Feynman, 2. Albert Einstein, 3. Enrico Fermi, 4. Michio Kaku, 5. Brian Cox, 6. Hakeem Oluseyi and 7. Carl Sagan. Two however were/are  a rare breed that can explain complex theories and laws of physics that ordinary people can understand. These two are Richard Feynman and Brian Cox.  I am extremely appreciative of their talent and expertise of explanation in everyday terms.",astrophysicist physicist quantum physicist favorite richard feynman albert einstein enrico fermi michio kaku brian cox hakeem oluseyi carl sagan two however wereare rare breed explain complex theory law physic ordinary people understand two richard feynman brian cox extremely appreciative talent expertise explanation everyday term
